he1032,15
he1033,20
he1034,5
he1035,3
he1036,3
he1037,6
he1038,5
he1039,3
he1040,2
he1041,3
he1042,2
he1043,2
he1044,11
he1045,8
he1046,7
he1047,2
he1048,2
he1049,8
he1050,2
he1051,5
he1052,2
he1053,4
he1054,3
he1055,3
he1056,13
he1057,14
he1058,10
he1059,10
he1060,5
he1061,3
he1062,4
he1063,4
he1064,2
he1065,19
he1066,8
he1067,11
he1068,3
he1069,2
he1070,4
he1071,3
he1072,5
he1073,7
he1074,15
he1075,10
he1076,10
he1077,5
he1078,7
he1079,2
he1080,3
he1081,6
he1082,13
he1083,11
he1084,5
he1085,2
he1086,8
he1087,2
he1088,9
he1089,2
he1090,3
he1091,2
he1092,5
he1093,14
he1094,7
he1095,4
he1096,3
he1097,5
he1098,6
he1099,2
he1100,3
he1101,3
he1102,12
he1103,11
he1104,4
he1105,4
he1106,2
he1107,9
he1108,2
he1109,3
he1110,6
he1111,23
he1112,8
he1113,6
he1114,2
he1115,5
he1116,9
he1117,2
he1118,10
he1119,15
he1120,20
he1121,7
he1122,2
he1123,8
he1124,3
he1125,11
he1126,3
he1127,2
he1128,3
he1129,2
he1130,6
he1131,17
he1132,15
he1133,8
he1134,3
he1135,6
he1136,2
he1137,9
he1138,4
he1139,5
he1140,5
he1141,2
he1142,2
he1143,13
he1144,10
he1145,5
he1146,2
he1147,4
he1148,2
he1149,2
he1150,8
he1151,2
he1152,2
he1153,2
he1154,4
he1155,12
he1156,15
he1157,6
he1158,3
he1159,4
he1160,8
he1161,8
he1162,3
he1163,2
he1164,2
he1165,3
he1166,6
he1167,10
he1168,12
he1169,12
he1170,3
he1171,5
he1172,3
he1173,2
he1174,6
he1175,4
he1176,2
he1177,2
he1178,2
he1179,2
he1180,17
he1181,13
he1182,11
he1183,8
he1184,3
he1185,5
he1186,2
he1187,3
he1188,2
he1189,21
he1190,9
he1191,12
he1192,3
he1193,2
he1194,2
he1195,5
he1196,3
he1197,2
he1198,5
he1199,11
he1200,19
he1201,15
he1202,9
he1203,6
he1204,8
he1205,7
he1206,2
he1207,2
he1208,4
he1209,3
he1210,14
he1211,8
he1212,3
he1213,9
he1214,7
he1215,3
he1216,3
he1217,2
he1218,5
he1219,16
he1220,14
he1221,10
he1222,3
he1223,3
he1224,4
he1225,8
he1226,2
he1227,2
he1228,3
he1229,3
he1230,2
he1231,12
he1232,8
he1233,5
he1234,2
he1235,2
he1236,11
he1237,2
he1238,4
he1239,19
he1240,8
he1241,6
he1242,3
he1243,6
he1244,5
he1245,2
he1246,2
he1247,10
he1248,14
he1249,17
he1250,3
he1251,4
he1252,4
he1253,10
he1254,2
he1255,2
he1256,3
he1257,2
he1258,5
he1259,14
he1260,18
he1261,4
he1262,8
he1263,8
he1264,5
he1265,5
he1266,4
he1267,2
